GenreID,avg(IMDBScore)
G1,6.936477987421385
G2,5.697916666666668
G3,5.6117647058823525
G9,5.3578947368421055
G4,5.133333333333334
G5,5.745
G6,5.743023255813954
G8,5.9222222222222225
G7,6.379047619047619
G17,5.837209302325582
G10,6.092857142857143
G11,6.670833333333333
G13,6.877777777777777
G18,6.1
G12,5.4
G15,6.4399999999999995
G19,5.824999999999999
G16,7.633333333333333
G14,7.050000000000001
